minimum_nights,calculated_host_listings_count,room_type_Private room,room_type_Shared room,cluster
1,41,True,False,0
1,41,True,False,0
1,7,True,False,0
2,10,False,False,2
10,41,True,False,0
1,41,False,True,1
1,41,False,True,1
2,4,True,False,0
2,5,True,False,0
2,5,True,False,0
1,4,True,False,0
2,5,True,False,0
2,2,True,False,0
3,26,True,False,0
90,26,True,False,6
1,26,True,False,0
1,4,True,False,0
2,4,True,False,0
2,5,True,False,0
1,14,True,False,0
2,26,False,False,2
2,26,False,False,2
2,5,True,False,0
2,26,True,False,0
2,26,True,False,0
2,26,True,False,0
1,26,True,False,0
2,13,False,False,2
2,13,False,False,2
2,13,False,False,2
2,13,False,False,2
1,4,True,False,0
1,16,False,False,2
14,26,True,False,0
10,26,True,False,0
10,26,True,False,0
10,26,True,False,0
1,4,True,False,0
3,2,True,False,0
1,4,True,False,0
5,4,True,False,0
5,4,True,False,0
1,5,False,False,2
5,4,True,False,0
1,5,True,False,0
1,5,True,False,0
2,5,True,False,0
2,1,True,False,0
1,26,False,False,2
1,2,True,False,0
1,2,True,False,0
3,4,False,False,2
1,5,True,False,0
2,2,True,False,0
2,2,True,False,0
2,2,True,False,0
2,26,True,False,0
2,26,True,False,0
2,26,True,False,0
2,26,False,False,2
2,26,False,False,2
2,26,False,False,2
1,6,False,False,2
1,16,False,False,2
1,16,False,False,2
1,5,False,False,2
2,26,False,False,2
14,48,False,False,2
1,10,True,False,0
1,10,True,False,0
1,4,True,False,0
1,4,True,False,0
1,10,True,False,0
1,10,True,False,0
1,10,True,False,0
1,10,True,False,0
1,10,True,False,0
1,10,True,False,0
1,8,False,False,2
1,8,False,False,2
1,8,False,False,2
1,8,False,False,2
1,8,False,False,2
1,8,False,False,2
2,5,True,False,0
2,2,False,False,2
5,4,True,False,0
5,6,True,False,0
5,4,True,False,0
5,6,True,False,0
5,6,True,False,0
2,26,False,False,2
1,1,False,False,2
7,26,True,False,0
3,7,False,False,2
3,7,False,False,2
3,7,False,False,2
3,7,False,False,2
4,1,False,False,2
3,5,False,False,2
3,9,False,False,2
1,7,True,False,0
1,2,True,False,0
2,4,False,False,2
3,5,False,False,2
2,1,True,False,0
3,5,False,False,2
1,15,False,False,2
5,6,False,False,2
5,6,True,False,0
3,5,False,False,2
3,2,False,False,2
4,3,False,False,2
5,6,False,False,2
5,4,False,False,2
91,35,False,False,6
2,7,False,False,2
5,6,False,False,2
5,6,False,False,2
1,15,False,False,2
4,3,False,False,2
1,3,False,False,2
4,7,False,False,2
3,3,False,False,2
7,1,False,False,2
2,8,False,False,2
2,8,False,False,2
2,8,False,False,2
2,1,True,False,0
2,8,False,False,2
2,1,False,False,2
1,9,False,False,2
1,9,False,False,2
1,9,True,False,0
1,9,False,False,2
1,9,False,False,2
60,1,False,False,6
11,2,False,False,2
2,2,True,False,0
1,3,True,False,0
21,2,True,False,0
1,1,False,False,2
90,3,False,False,6
5,1,True,False,0
1,3,True,False,0
3,5,False,False,2
2,2,True,False,0
3,28,False,False,2
5,2,False,False,2
14,11,False,False,2
7,11,False,False,2
1,1,True,False,0
90,2,False,False,6
3,20,False,False,2
3,11,False,False,2
1,60,True,False,0
3,20,True,False,0
4,1,False,False,2
3,9,False,False,2
3,20,True,False,0
2,3,True,False,0
10,1,True,False,0
3,5,False,False,2
2,5,False,False,2
2,5,False,False,2
3,1,False,False,2
90,3,False,False,6
5,1,False,False,2
2,2,False,False,2
3,1,False,False,2
2,3,True,False,0
1,1,False,False,2
2,3,True,False,0
2,2,False,False,2
1,6,True,False,0
5,7,False,False,2
1,19,True,False,0
1,7,False,False,2
1,12,True,False,0
2,1,True,False,0
1,6,True,False,0
2,3,True,False,0
3,2,False,False,2
3,5,False,False,2
1,2,True,False,0
3,7,False,False,2
5,7,False,False,2
5,20,False,False,2
1,60,True,False,0
7,1,False,False,2
2,3,True,False,0
30,2,False,False,2
2,1,True,False,0
3,15,False,False,2
1,3,False,False,2
3,1,False,False,2
2,3,True,False,0
3,9,False,False,2
7,12,False,False,2
2,5,False,False,2
2,5,False,False,2
1,5,False,False,2
2,5,False,False,2
7,12,False,False,2
7,12,False,False,2
7,12,False,False,2
7,12,False,False,2
7,12,False,False,2
7,12,False,False,2
7,12,False,False,2
2,5,False,False,2
4,1,True,False,0
1,6,False,False,2
3,7,False,False,2
1,4,False,False,2
1,4,False,False,2
2,3,False,False,2
1,1,True,False,0
2,1,False,False,2
3,12,False,False,2
1,3,False,False,2
3,12,False,False,2
3,11,False,False,2
42,3,False,False,2
2,4,True,False,0
3,2,False,False,2
5,1,False,False,2
3,2,False,False,2
3,12,False,False,2
3,11,False,False,2
3,7,False,False,2
1,2,True,False,0
3,1,True,False,0
1,6,False,False,2
1,3,False,False,2
2,4,False,False,2
2,4,False,False,2
2,2,True,False,0
2,7,False,False,2
2,7,False,False,2
2,11,False,False,2
2,11,True,False,0
2,11,False,False,2
3,6,False,False,2
2,7,False,False,2
3,6,False,False,2
2,7,False,False,2
2,11,False,False,2
4,11,False,False,2
4,7,False,False,2
3,6,False,False,2
2,11,False,False,2
2,11,False,False,2
2,3,True,False,0
1,11,True,False,0
3,9,False,False,2
2,1,True,False,0
3,1,False,False,2
1,60,True,False,0
1,60,False,False,2
2,3,False,False,2
5,42,False,False,2
1,2,True,False,0
1,2,True,False,0
4,12,False,False,2
1,1,True,False,0
3,1,False,False,2
7,12,False,False,2
1,2,False,False,2
2,4,True,False,0
4,7,False,False,2
60,4,True,False,6
1,21,False,False,2
1,3,True,False,0
1,6,True,False,0
1,6,True,False,0
1,6,True,False,0
1,6,True,False,0
1,6,True,False,0
1,6,True,False,0
5,1,False,False,2
7,3,False,False,2
7,3,False,False,2
7,3,False,False,2
2,2,False,False,2
1,18,True,False,0
1,18,True,False,0
1,18,True,False,0
3,3,False,False,2
31,1,True,False,0
3,18,True,False,0
3,18,True,False,0
4,3,False,False,2
1,3,True,False,0
1,3,True,False,0
1,3,True,False,0
2,3,False,False,2
2,1,True,False,0
5,7,False,False,2
6,17,False,False,2
3,3,True,False,0
2,10,True,False,0
2,10,True,False,0
2,9,False,False,2
1,16,False,False,2
1,6,False,False,2
1,6,False,False,2
1,16,False,False,2
2,3,True,False,0
1,6,False,False,2
1,16,False,False,2
2,10,True,False,0
1,16,False,False,2
1,16,False,False,2
1,16,False,False,2
2,1,True,False,0
2,9,False,False,2
2,10,False,False,2
1,6,False,False,2
2,2,True,False,0
2,2,True,False,0
2,10,True,False,0
1,16,False,False,2
1,16,False,False,2
1,10,False,False,2
1,6,False,False,2
1,16,False,False,2
1,10,True,False,0
2,10,True,False,0
1,16,False,False,2
2,9,False,False,2
1,1,False,False,2
2,3,True,False,0
2,10,True,False,0
2,10,True,False,0
2,5,True,False,0
2,5,True,False,0
2,5,True,False,0
2,5,True,False,0
2,4,True,False,0
2,4,True,False,0
2,4,True,False,0
2,4,True,False,0
7,27,False,False,2
3,8,False,False,2
7,1,False,False,2
7,27,False,False,2
1,9,False,False,2
3,8,False,False,2
3,9,False,False,2
3,9,False,False,2
2,8,False,False,2
7,27,False,False,2
2,27,False,False,2
2,8,False,False,2
3,9,False,False,2
2,8,False,False,2
2,8,False,False,2
7,27,False,False,2
3,9,False,False,2
2,9,False,False,2
3,9,False,False,2
1,1,True,False,0
1,4,True,False,0
1,4,True,False,0
1,4,True,False,0
1,4,True,False,0
2,8,False,False,2
21,25,False,False,2
21,25,False,False,2
21,25,False,False,2
2,2,True,False,0
6,2,False,False,2
2,8,False,False,2
2,8,False,False,2
2,8,False,False,2
7,2,False,False,2
3,5,False,False,2
4,1,False,False,2
5,5,False,False,2
2,9,False,False,2
3,16,False,False,2
5,16,False,False,2
2,22,False,False,2
1,1,True,False,0
2,22,False,False,2
28,57,False,False,2
3,3,False,False,2
1,2,False,False,2
1,2,False,False,2
2,22,False,False,2
5,3,False,False,2
2,22,False,False,2
2,22,False,False,2
3,3,False,False,2
5,1,False,False,2
2,6,True,False,0
2,7,True,False,0
2,11,True,False,0
1,8,True,False,0
25,10,False,False,2
3,1,False,False,2
2,24,False,False,2
28,1,False,False,2
28,1,False,False,2
1,2,False,False,2
28,1,False,False,2
6,1,False,False,2
1,1,False,False,2
7,3,False,True,1
7,1,False,False,2
4,22,True,False,0
2,1,False,False,2
1,1,True,False,0
1,1,False,False,2
3,42,False,False,2
2,1,False,False,2
28,1,False,False,2
3,5,False,False,2
2,40,False,False,2
3,1,False,False,2
3,1,False,False,2
1,2,False,False,2
2,15,False,False,2
3,1,False,False,2
1,3,False,False,2
14,48,False,False,2
1,1,True,False,0
1,1,False,False,2
4,7,False,False,2
3,1,False,False,2
2,1,False,False,2
1,1,False,False,2
4,1,False,False,2
14,23,False,False,2
1,1,False,False,2
13,1,False,False,2
1,6,True,False,0
20,23,False,False,2
3,93,False,False,3
3,9,False,False,2
1,1,False,False,2
60,1,False,False,6
1,10,False,False,2
1,1,False,False,2
4,18,False,False,2
1,1,False,False,2
2,40,False,False,2
2,40,False,False,2
1,2,False,False,2
2,2,False,False,2
2,1,False,False,2
2,1,False,False,2
5,8,False,False,2
7,8,False,False,2
7,8,False,False,2
14,1,False,False,2
3,1,False,False,2
7,2,False,False,2
7,7,False,False,2
7,7,False,False,2
1,2,False,False,2
7,7,False,False,2
7,1,False,False,2
30,9,False,False,2
3,1,False,False,2
4,1,False,False,2
3,18,False,False,2
2,3,False,False,2
90,3,False,False,6
1,4,False,False,2
1,6,False,False,2
7,13,False,False,2
2,1,False,False,2
4,6,False,False,2
2,1,False,False,2
7,13,False,False,2
2,12,False,False,2
2,12,False,False,2
2,12,False,False,2
1,1,False,False,2
4,7,False,False,2
3,1,True,False,0
7,13,False,False,2
5,6,False,False,2
5,1,False,False,2
1,1,False,False,2
1,1,False,False,2
1,2,False,False,2
4,1,False,False,2
1,1,False,False,2
1,1,False,False,2
20,23,False,False,2
7,13,False,False,2
1,1,True,False,0
1,3,True,False,0
15,6,False,False,2
4,1,False,False,2
2,4,False,False,2
2,1,False,False,2
85,1,False,False,6
3,1,False,False,2
1,1,False,False,2
2,1,False,False,2
3,59,False,False,2
1,1,False,False,2
1,1,True,False,0
180,1,False,False,6
3,4,False,False,2
2,4,False,False,2
3,1,False,False,2
2,2,False,False,2
1,5,False,False,2
2,1,False,False,2
1,1,False,False,2
1,1,False,False,2
3,1,False,False,2
5,1,False,False,2
1,1,False,False,2
3,1,False,False,2
2,1,False,False,2
14,1,False,False,2
2,1,False,False,2
2,1,False,False,2
2,1,False,False,2
1,1,False,False,2
4,7,False,False,2
1,1,False,False,2
1,1,False,False,2
2,1,False,False,2
3,2,False,False,2
1,1,False,False,2
7,2,False,False,2
30,2,False,False,2
7,3,False,False,2
1,1,False,False,2
2,5,True,False,0
3,1,False,False,2
3,2,False,False,2
2,1,False,False,2
3,6,False,False,2
6,1,False,False,2
2,1,False,False,2
28,1,False,False,2
2,1,False,False,2
2,1,False,False,2
30,3,False,False,2
10,1,False,False,2
3,1,False,False,2
1,1,False,False,2
7,3,False,False,2
10,1,False,False,2
1,10,False,False,2
1,2,False,False,2
8,1,False,False,2
3,2,False,False,2
1,1,False,False,2
180,7,False,False,6
2,1,False,False,2
14,23,False,False,2
2,1,False,False,2
2,18,False,False,2
1,1,False,False,2
3,18,False,False,2
1,2,False,False,2
5,1,False,False,2
1,1,False,False,2
5,5,False,False,2
2,1,False,False,2
5,22,True,False,0
3,1,False,False,2
3,1,False,False,2
3,1,True,False,0
1,1,False,False,2
5,22,True,False,0
3,1,False,False,2
4,1,False,False,2
2,1,False,False,2
5,1,False,False,2
3,2,False,False,2
2,10,False,False,2
1,1,False,False,2
1,4,False,False,2
1,4,False,False,2
3,4,False,False,2
2,6,False,False,2
2,40,False,False,2
1,1,False,False,2
4,1,False,False,2
5,1,False,False,2
1,3,False,False,2
4,13,False,False,2
3,1,False,False,2
7,13,False,False,2
3,1,False,False,2
2,1,False,False,2
5,22,True,False,0
2,3,False,False,2
1,2,False,False,2
20,1,False,False,2
2,1,False,False,2
1,53,False,False,2
1,1,False,False,2
7,3,False,False,2
2,40,False,False,2
1,10,False,True,1
1,10,False,True,1
1,10,False,True,1
1,10,False,True,1
1,10,False,True,1
1,10,False,True,1
1,10,False,True,1
2,7,False,False,2
6,1,False,False,2
2,2,True,False,0
30,1,False,False,2
3,1,False,False,2
28,3,False,False,2
2,19,False,False,2
7,22,False,False,2
4,8,False,False,2
1,1,True,False,0
14,1,True,False,0
186,6,False,False,6
5,22,True,False,0
4,22,False,False,2
1,1,False,False,2
2,1,False,False,2
2,1,False,False,2
7,1,False,False,2
7,13,False,False,2
21,119,False,False,3
4,41,False,False,2
2,1,False,False,2
3,4,False,False,2
3,5,False,False,2
6,1,False,False,2
5,1,False,False,2
3,59,False,False,2
30,1,False,False,2
3,28,False,False,2
7,16,False,False,2
21,35,False,False,2
2,1,False,False,2
1,1,True,False,0
1,11,False,False,2
4,1,False,False,2
2,1,False,False,2
2,4,False,False,2
2,1,False,False,2
5,2,False,False,2
4,1,False,False,2
1,6,True,False,0
10,1,False,False,2
1,1,True,False,0
3,1,False,False,2
5,1,True,False,0
3,93,False,False,3
1,1,False,False,2
2,1,False,False,2
5,1,False,False,2
2,1,False,False,2
3,1,False,False,2
1,6,False,False,2
2,2,False,False,2
7,1,False,False,2
1,2,False,False,2
4,4,False,False,2
14,12,False,False,2
14,12,False,False,2
3,1,False,False,2
2,2,False,False,2
3,28,False,False,2
4,2,False,False,2
3,2,False,False,2
2,4,False,False,2
2,1,False,False,2
1,1,True,False,0
1,1,True,False,0
1,1,False,False,2
2,48,False,False,2
3,1,False,False,2
21,25,False,False,2
1,2,True,False,0
14,2,False,False,2
30,1,False,False,2
1,2,True,False,0
1,1,True,False,0
30,4,False,False,2
21,1,False,False,2
30,2,True,False,0
3,1,False,False,2
1,2,False,False,2
5,6,False,False,2
30,1,True,False,0
1,1,True,False,0
21,32,False,False,2
3,2,True,False,0
1,1,False,False,2
4,14,False,False,2
1,3,False,False,2
1,1,False,False,2
2,1,False,False,2
1,9,False,False,2
2,1,False,False,2
90,11,False,False,6
1,11,False,False,2
14,3,False,False,2
3,1,False,False,2
3,2,False,False,2
4,7,False,False,2
2,2,False,False,2
1,22,False,False,2
7,59,False,False,2
5,93,False,False,3
2,1,False,False,2
4,2,False,False,2
2,2,False,False,2
3,4,False,False,2
3,2,False,False,2
1,20,False,False,2
2,40,False,False,2
1,1,True,False,0
4,1,False,False,2
1,11,False,False,2
2,8,False,False,2
1,1,False,False,2
3,1,False,False,2
3,1,False,False,2
7,1,False,False,2
2,19,False,False,2
2,2,False,False,2
7,1,False,False,2
7,1,False,False,2
2,1,False,False,2
3,1,False,False,2
2,1,False,False,2
4,10,False,False,2
2,1,False,False,2
2,1,False,False,2
1,1,False,False,2
7,1,False,False,2
1,1,False,False,2
14,23,False,False,2
1,4,False,False,2
4,1,False,False,2
2,1,False,False,2
3,2,False,False,2
1,9,False,False,2
3,2,False,False,2
10,1,False,False,2
2,1,False,False,2
4,1,False,False,2
10,47,False,False,2
3,2,False,False,2
1,2,False,False,2
2,1,False,False,2
3,55,False,False,2
21,3,False,False,2
3,3,False,False,2
4,20,False,False,2
1,1,False,False,2
15,27,False,False,2
1,1,False,False,2
2,12,False,False,2
1,22,True,False,0
1,3,False,False,2
4,1,False,False,2
5,4,False,False,2
26,6,False,False,2
3,4,False,False,2
1,1,True,False,0
3,1,False,False,2
1,1,True,False,0
2,1,False,False,2
2,1,False,False,2
3,4,False,False,2
3,1,False,False,2
1,25,False,False,2
2,1,False,False,2
2,2,False,False,2
1,8,False,False,2
1,3,False,False,2
3,17,False,False,2
2,1,False,False,2
3,5,False,False,2
3,5,False,False,2
3,5,False,False,2
3,5,False,False,2
3,1,False,False,2
1,1,False,False,2
1,1,True,False,0
3,11,False,False,2
1,2,False,False,2
2,1,False,False,2
1,1,False,False,2
3,3,False,False,2
1,1,False,False,2
6,2,False,False,2
2,2,False,False,2
3,2,False,False,2
6,1,False,False,2
2,1,False,False,2
2,1,False,False,2
1,2,False,False,2
2,1,False,False,2
1,1,False,False,2
1,5,False,False,2
1,2,False,False,2
1,1,False,False,2
1,1,False,False,2
1,5,True,False,0
180,7,False,False,6
1,2,False,False,2
28,1,False,False,2
1,5,False,False,2
3,2,False,False,2
1,1,False,False,2
1,1,False,False,2
4,120,False,False,3
5,120,False,False,3
10,1,False,False,2
2,1,False,False,2
3,4,False,False,2
1,1,False,False,2
2,2,False,False,2
7,15,False,False,2
2,2,False,False,2
4,1,False,False,2
2,8,False,False,2
1,3,False,False,2
1,9,False,False,2
2,1,False,False,2
3,1,False,False,2
3,1,False,False,2
90,1,False,False,6
7,1,False,False,2
3,3,False,False,2
3,1,False,False,2
7,1,False,False,2
2,5,False,False,2
1,1,False,False,2
10,1,False,False,2
10,1,False,False,2
2,1,False,False,2
2,1,False,False,2
1,1,False,False,2
28,1,False,False,2
3,1,False,False,2
2,1,False,False,2
10,1,False,False,2
60,1,False,False,6
2,1,False,False,2
6,2,False,False,2
3,18,False,False,2
4,1,False,False,2
1,2,False,False,2
3,2,False,False,2
3,1,False,False,2
3,1,False,False,2
2,2,False,False,2
1,1,False,False,2
1,2,False,False,2
1,9,False,False,2
4,1,False,False,2
4,1,False,False,2
3,1,False,False,2
10,2,False,False,2
2,1,False,False,2
1,9,False,False,2
2,1,False,False,2
3,1,True,False,0
1,1,False,False,2
1,2,False,False,2
5,1,False,False,2
3,1,False,False,2
1,1,False,False,2
1,2,False,False,2
3,1,False,False,2
7,3,False,False,2
4,1,False,False,2
1,1,False,False,2
1,1,False,False,2
2,1,False,False,2
1,1,False,False,2
2,3,False,False,2
2,1,False,False,2
2,1,False,False,2
3,11,False,False,2
2,1,False,False,2
1,1,True,False,0
1,16,False,False,2
4,2,False,False,2
3,1,False,False,2
90,1,False,False,6
1,1,False,False,2
1,1,False,False,2
5,1,False,False,2
1,3,True,False,0
1,1,True,False,0
14,1,True,False,0
1,1,False,False,2
3,1,False,False,2
3,1,False,False,2
2,2,False,False,2
2,11,False,False,2
2,1,False,False,2
3,3,False,False,2
1,1,False,False,2
5,1,False,False,2
1,2,False,False,2
2,1,False,False,2
2,1,False,False,2
1,1,False,False,2
2,1,False,False,2
5,7,False,False,2
1,2,False,False,2
4,1,False,False,2
4,6,False,False,2
30,3,True,False,0
30,1,True,False,0
1,1,True,False,0
5,1,True,False,0
1,1,True,False,0
1,1,True,False,0
1,1,True,False,0
1,2,True,False,0
1,2,True,False,0
3,1,True,False,0
3,2,True,False,0
1,1,True,False,0
2,1,False,False,2
1,1,True,False,0
2,1,True,False,0
2,1,False,False,2
1,1,True,False,0
1,2,True,False,0
3,1,True,False,0
2,1,True,False,0
4,4,True,False,0
4,1,True,False,0
1,1,True,False,0
1,1,True,False,0
2,2,True,False,0
2,1,False,False,2
4,1,False,False,2
1,1,True,False,0
4,1,True,False,0
2,7,False,False,2
2,2,False,False,2
2,2,False,False,2
2,1,False,False,2
5,1,False,False,2
1,11,False,False,2
3,11,False,False,2
1,1,False,False,2
1,11,False,False,2
5,1,False,False,2
3,2,False,False,2
1,1,True,False,0
2,7,False,False,2
1,6,False,False,2
1,1,True,False,0
3,28,False,False,2
60,8,False,False,6
6,1,False,False,2
3,1,False,False,2
28,1,False,False,2
28,1,False,False,2
1,1,False,False,2
1,1,False,False,2
3,1,False,False,2
1,1,False,False,2
1,1,False,False,2
14,23,False,False,2
2,1,True,False,0
1,5,False,False,2
1,4,False,False,2
3,1,False,False,2
1,5,False,False,2
1,5,False,False,2
1,4,False,False,2
1,4,False,False,2
1,11,True,False,0
4,116,False,False,3
3,1,False,False,2
5,24,False,False,2
7,7,False,False,2
2,1,True,False,0
1,1,False,False,2
6,2,False,False,2
180,7,False,False,6
1,1,True,False,0
2,1,True,False,0
2,6,False,False,2
30,1,True,False,0
2,1,False,False,2
1,1,True,False,0
1,1,True,False,0
1,1,True,False,0
1,1,True,False,0
2,3,True,False,0
1,1,True,False,0
1,1,True,False,0
2,1,False,False,2
28,1,True,False,0
6,20,False,False,2
2,6,False,False,2
1,3,False,False,2
2,1,False,False,2
2,1,False,False,2
14,1,True,False,0
3,1,True,False,0
3,6,False,False,2
15,1,False,False,2
3,14,False,False,2
1,1,False,False,2
2,3,False,False,2
2,1,True,False,0
3,1,False,False,2
3,29,False,False,2
7,1,False,False,2
1,1,False,False,2
1,1,False,False,2
2,2,False,False,2
2,58,False,False,2
2,58,False,False,2
10,1,False,False,2
3,1,True,False,0
1,18,True,False,0
1,7,False,False,2
7,2,True,False,0
1,1,True,False,0
1,1,True,False,0
1,1,True,False,0
1,5,False,False,2
1,3,True,False,0
1,1,True,False,0
1,5,False,False,2
1,7,False,False,2
1,3,True,False,0
1,7,False,False,2
28,1,False,False,2
1,1,True,False,0
1,3,False,False,2
1,1,True,False,0
3,1,False,False,2
5,1,True,False,0
1,3,True,False,0
30,1,True,False,0
1,3,True,False,0
1,1,True,False,0
2,2,True,False,0
3,1,True,False,0
3,1,True,False,0
1,1,True,False,0
2,1,True,False,0
1,3,True,False,0
1,1,True,False,0
2,1,True,False,0
5,1,True,False,0
3,1,True,False,0
1,1,True,False,0
1,1,True,False,0
1,1,True,False,0
1,1,True,False,0
1,7,False,False,2
1,1,True,False,0
1,1,True,False,0
3,3,True,False,0
7,1,False,False,2
3,4,True,False,0
7,2,True,False,0
2,3,False,True,1
1,2,False,False,2
1,6,True,False,0
4,2,False,False,2
2,1,True,False,0
1,1,True,False,0
4,1,False,False,2
2,18,False,False,2
1,1,True,False,0
1,3,False,False,2
1,12,True,False,0
7,1,False,False,2
1,1,True,False,0
1,2,True,False,0
3,1,False,False,2
1,1,True,False,0
4,71,False,False,2
1,2,True,False,0
3,71,False,False,2
3,71,False,False,2
5,12,False,False,2
3,71,False,False,2
3,2,True,False,0
15,1,True,False,0
1,2,True,False,0
30,3,False,False,2
1,1,True,False,0
1,2,True,False,0
1,1,True,False,0
1,1,True,False,0
2,3,True,False,0
1,2,False,True,1
1,1,True,False,0
1,1,True,False,0
1,6,True,False,0
1,1,True,False,0
2,2,True,False,0
1,1,True,False,0
2,3,True,False,0
1,1,True,False,0
1,1,True,False,0
1,1,True,False,0
4,1,True,False,0
2,2,True,False,0
2,1,True,False,0
2,3,False,False,2
1,3,True,False,0
1,3,True,False,0
1,1,True,False,0
1,1,True,False,0
3,1,True,False,0
1,1,True,False,0
1,1,True,False,0
1,1,True,False,0
3,4,False,False,2
7,13,False,False,2
4,3,True,False,0
3,1,False,False,2
2,1,False,False,2
2,1,True,False,0
1,2,True,False,0
1,2,True,False,0
3,8,True,False,0
1,5,True,False,0
3,8,False,False,2
4,18,False,False,2
1,3,True,False,0
3,71,False,False,2
3,71,False,False,2
5,1,False,False,2
3,18,True,False,0
2,3,True,False,0
15,1,False,False,2
1,1,False,False,2
8,1,False,False,2
1,10,False,True,1
5,1,False,False,2
7,1,False,False,2
1,10,False,True,1
3,76,False,False,2
1,12,False,False,2
1,12,False,False,2
1,48,True,False,0
1,48,True,False,0
3,6,False,False,2
2,1,False,False,2
1,48,True,False,0
3,71,False,False,2
3,1,True,False,0
5,1,False,False,2
2,2,False,False,2
2,3,True,False,0
2,1,False,False,2
2,2,False,False,2
14,1,True,False,0
4,71,False,False,2
1,7,True,False,0
1,7,True,False,0
2,24,True,False,0
4,62,False,False,2
3,71,False,False,2
70,1,True,False,6
2,1,False,False,2
2,2,False,False,2
1,53,False,False,2
1,1,False,False,2
1,53,False,False,2
3,3,False,False,2
5,7,False,False,2
1,30,False,False,2
2,1,False,False,2
1,1,False,False,2
28,4,False,False,2
28,4,False,False,2
28,4,False,False,2
28,4,False,False,2
65,2,False,False,6
1,20,True,False,0
1,20,True,False,0
1,20,True,False,0
1,3,True,False,0
1,3,True,False,0
3,2,True,False,0
1,8,True,False,0
1,7,True,False,0
1,7,True,False,0
28,3,True,False,0
2,5,False,False,2
14,62,False,False,2
2,1,False,False,2
3,2,False,False,2
14,32,False,False,2
1,60,False,False,2
1,6,False,False,2
3,71,False,False,2
28,2,True,False,0
28,2,True,False,0
4,2,False,False,2
14,1,False,False,2
4,26,False,False,2
4,2,False,False,2
4,2,False,False,2
3,9,False,False,2
3,9,False,False,2
3,9,True,False,0
3,9,True,False,0
3,9,True,False,0
3,4,False,False,2
1,1,False,False,2
3,12,False,False,2
1,12,True,False,0
4,62,False,False,2
3,1,False,False,2
10,2,False,False,2
1,113,True,False,0
1,113,True,False,0
1,113,True,False,0
1,113,True,False,0
1,113,True,False,0
1,113,True,False,0
3,36,False,False,2
2,8,True,False,0
2,8,True,False,0
20,32,False,False,2
1,4,False,False,2
1,1,True,False,0
1,1,False,False,2
1,48,True,False,0
1,48,True,False,0
1,48,True,False,0
1,48,True,False,0
1,1,True,False,0
1,3,True,False,0
1,1,True,False,0
3,71,False,False,2
2,1,False,False,2
3,1,False,False,2
3,71,False,False,2
15,1,True,False,0
1,1,True,False,0
1,53,False,False,2
1,10,False,False,2
1,1,False,False,2
2,1,False,False,2
1,53,False,False,2
1,53,False,False,2
1,53,False,False,2
1,53,False,False,2
1,53,False,False,2
1,30,False,False,2
1,53,False,False,2
5,11,False,False,2
7,2,False,False,2
7,15,False,False,2
28,25,False,False,2
1,20,True,False,0
1,20,True,False,0
1,20,True,False,0
1,20,True,False,0
21,25,False,False,2
5,1,False,False,2
